id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
52960,,2012,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"AFP 10/12 2012 ""Indian cross-border fire kills Pakistani: police",,,,Government officials,5,LoC,Line of Control,Jammu and Kashmir State,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,12/10/2012 00:00:00,12/10/2012 00:00:00,0,0,1,0,1,1,1,
53044,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Reuters News,2003-11-17,Pakistani fire kills soldier in Indian Kashmir."";""BBC Monitoring South Asia,2003-11-17,Daughter killed, father injured in artillery fire in Kashmir""",Reuters News;BBC Monitoring South Asia,2003-11-17;2003-11-17,"Pakistani fire kills soldier in Indian Kashmir.;Daughter killed, father injured in artillery fire in Kashmir",,2,Sawajian village,"Sawazian area of Poonch, India",Jammu and Kashmir State,Poonch district,33.845177,74.284996,POINT (74.284996 33.845177),178349,India,750,Asia,1,1,11/16/2003 00:00:00,11/16/2003 00:00:00,1,0,0,0,1,1,1,
53045,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Agence France Presse,2003-11-21,Two die as India, Pakistan trade fire over Kashmir frontier.""",Agence France Presse,2003-11-21,"Two die as India, Pakistan trade fire over Kashmir frontier.",,2,Gurez town,Gurez sector of Indian Kashmir's northwestern Baramulla district,Jammu and Kashmir State,Baramulla district,34.636695,74.773751,POINT (74.773751 34.636695),179790,India,750,Asia,1,1,11/21/2003 00:00:00,11/21/2003 00:00:00,0,0,2,0,2,2,2,
53194,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-03-02,5 Indian soldiers killed in border shelling trade.""",Xinhua News Agency,2003-03-02,5 Indian soldiers killed in border shelling trade.,,5,LoC,"LoC, Kashmir, India",,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,03/01/2003 00:00:00,03/01/2003 00:00:00,5,0,0,0,5,5,5,
53201,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Jubar Top,Jubar Top (Pt 4924),Jammu and Kashmir State,Kargil district,34.720000,76.410000,POINT (76.410000 34.720000),179793,India,750,Asia,2,2,07/05/1999 00:00:00,07/08/1999 00:00:00,8,0,0,0,8,8,8,
53218,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Xinhua News Agency,2003-06-10,Indian, Pakistan troops exchange fire in Kashmir."";""The Press Trust of India Limited,2003-06-10,KASHMIR-LD SHELLING.""",Xinhua News Agency;The Press Trust of India Limited,2003-06-10;2003-06-10,"Indian, Pakistan troops exchange fire in Kashmir.;KASHMIR-LD SHELLING.",,1,Mankote village,"Mankote (Poonch), Indian Kashmir",Jammu and Kashmir State,Poonch district,33.557359,74.084339,POINT (74.084339 33.557359),178349,India,750,Asia,1,1,06/10/2003 00:00:00,06/10/2003 00:00:00,1,0,0,0,1,1,1,
53222,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Reuters News,2003-09-22,India says Pakistani fire kills soldier in Kashmir."";""The Press Trust of India Limited,2003-09-22,KASHMIR-SHELLING.""",Reuters News;The Press Trust of India Limited,2003-09-22;2003-09-22,India says Pakistani fire kills soldier in Kashmir.;KASHMIR-SHELLING.,Police,2,Uri town,"Near Gadda Post at Nowaranda village, Uri sector west of Srinagar",Jammu and Kashmir State,Baramulla district,34.049509,74.074802,POINT (74.074802 34.049509),179069,India,750,Asia,1,1,09/22/2003 00:00:00,09/22/2003 00:00:00,1,0,0,0,1,1,1,
53237,,1995,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 15/4 1995,,,,Pakistani official,5,LoC,Chakothi,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,1,04/15/1995 00:00:00,04/15/1995 00:00:00,0,0,1,0,1,1,1,
53238,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""BBC Monitoring South Asia,2003-10-24,Pakistan reports four killed by Indian shelling across Line of Control""",BBC Monitoring South Asia,2003-10-24,Pakistan reports four killed by Indian shelling across Line of Control,,5,Gyong La mountain pass,"Giang sector in Siachen, Pakistani Kashmir",Jammu and Kashmir State,,35.174722,77.070833,POINT (77.070833 35.174722),180515,India,750,Asia,1,1,10/23/2003 00:00:00,10/23/2003 00:00:00,0,0,4,0,4,4,4,
53239,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""The Press Trust of India Limited,2003-11-03,KASHMIR-SHELLING."";""Xinhua News Agency,2003-11-03,Pakistani civilian killed in Indian shelling.""",The Press Trust of India Limited;Xinhua News Agency,2003-11-03;2003-11-03,KASHMIR-SHELLING.;Pakistani civilian killed in Indian shelling.,,5,Neelam valley,Neelum valley (Pakistan),Azad Jammu & Kashmir,Neelam District,34.589100,73.910600,POINT (73.910600 34.589100),179788,Pakistan,770,Asia,1,1,11/02/2003 00:00:00,11/02/2003 00:00:00,0,0,1,0,1,1,1,
53240,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Reuters News,2003-11-05,India says Pakistani fire kills two Kashmiri women."";""The Press Trust of India Limited,2003-11-05,KASHMIR-SHELLING.""",Reuters News;The Press Trust of India Limited,2003-11-05;2003-11-05,India says Pakistani fire kills two Kashmiri women.;KASHMIR-SHELLING.,,2,Chunti Wari village,"CHONTIWARI AREA OF Machil sector, Kupwara district",Jammu and Kashmir State,Kupwara district,34.569470,74.276508,POINT (74.276508 34.569470),179789,India,750,Asia,1,1,11/05/2003 00:00:00,11/05/2003 00:00:00,0,0,2,0,2,2,2,
53282,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Tololing mountain,Tololing (Pt. 4590),Jammu and Kashmir State,Kargil district,34.464166,75.795833,POINT (75.795833 34.464166),179072,India,750,Asia,3,2,06/12/1999 00:00:00,06/13/1999 00:00:00,10,9,0,0,19,19,19,
53298,,1994,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 16/2 1994,,,,APP News Agency,4,Azad Jammu & Kashmir,Bagsar,Azad Jammu & Kashmir,,33.947179,73.910401,POINT (73.910401 33.947179),178348,Pakistan,770,Asia,1,1,02/15/1994 00:00:00,02/15/1994 00:00:00,0,0,1,0,1,1,1,
53301,,1994,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 22/12 1994,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,12/22/1994 00:00:00,12/22/1994 00:00:00,4,0,0,0,4,4,4,
53319,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Tololing mountain,Tololing (Pt. 4590),Jammu and Kashmir State,Kargil district,34.464166,75.795833,POINT (75.795833 34.464166),179072,India,750,Asia,3,2,06/13/1999 00:00:00,06/14/1999 00:00:00,13,7,0,0,20,20,20,
53320,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Pt 4875,Pt 4875,Jammu and Kashmir State,Kargil district,34.457500,75.629722,POINT (75.629722 34.457500),179072,India,750,Asia,1,1,07/07/1999 00:00:00,07/07/1999 00:00:00,4,3,0,0,7,7,7,
53324,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-03-13,4 Indian soldiers killed in Pakistani firing in Kashmir - police.""",Xinhua News Agency,2003-03-13,4 Indian soldiers killed in Pakistani firing in Kashmir - police.,Police,2,Degwar Tarwan village,"Digwar area, Poonch district, India",Jammu and Kashmir State,Poonch district,33.776667,74.097076,POINT (74.097076 33.776667),178349,India,750,Asia,1,1,03/13/2003 00:00:00,03/13/2003 00:00:00,4,0,0,0,4,4,4,
53325,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Xinhua News Agency,2003-07-02,Pakistani civilian killed in Indian shelling."";""Associated Press Newswires,2003-07-02,Villager killed in shootout between Pakistani, Indian troops""",Xinhua News Agency;Associated Press Newswires,2003-07-02;2003-07-02,"Pakistani civilian killed in Indian shelling.;Villager killed in shootout between Pakistani, Indian troops",Police,1,Lanjot village,"Janjot Bahadar village, near Khoiratta, Pakistani Kashmir",Azad Jammu & Kashmir,Kotli District,33.298069,74.079307,POINT (74.079307 33.298069),177629,Pakistan,770,Asia,1,1,07/01/2003 00:00:00,07/01/2003 00:00:00,0,0,0,1,1,1,1,
53326,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Dow Jones International News,2003-09-24,One Civilian Killed, 18 Others Injured In Kashmir Clashes""",Dow Jones International News,2003-09-24,"One Civilian Killed, 18 Others Injured In Kashmir Clashes",,5,Neelam valley,Neelum valley (Pakistan),Azad Jammu & Kashmir,Neelam District,34.589100,73.910600,POINT (73.910600 34.589100),179788,Pakistan,770,Asia,1,1,09/24/2003 00:00:00,09/24/2003 00:00:00,0,0,0,1,1,1,1,
53327,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Agence France Presse,2003-11-09,Two children killed in Pakistan shelling in Kashmir - India.""",Agence France Presse,2003-11-09,Two children killed in Pakistan shelling in Kashmir - India.,,3,Kargil district,"Udhalgund village, Kargil",Jammu and Kashmir State,Kargil district,34.172363,76.182296,POINT (76.182296 34.172363),179073,India,750,Asia,1,1,11/09/2003 00:00:00,11/09/2003 00:00:00,0,0,2,0,2,2,2,
53685,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-03-16,2 Indian soldiers, Pakistani villager killed in border firing.""",Xinhua News Agency,2003-03-16,"2 Indian soldiers, Pakistani villager killed in border firing.",,3,Sialkot District,"Bholly Sumbali village, Sialkot sector",Punjab Province,Sialkot District,32.443325,74.568170,POINT (74.568170 32.443325),176190,Pakistan,770,Asia,1,2,03/15/2003 00:00:00,03/16/2003 00:00:00,2,0,0,1,3,3,3,
53693,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Associated Press Newswires,2003-07-02,Two villagers killed in shootout between Pakistani, Indian troops"";""Xinhua News Agency,2003-07-03,Pakistani civilian killed in Indian shelling.""",Associated Press Newswires;Xinhua News Agency,2003-07-02;2003-07-03,"Two villagers killed in shootout between Pakistani, Indian troops;Pakistani civilian killed in Indian shelling.",,2,Tattapani village,"Darra Sher Khan village, Pakistan",Azad Jammu & Kashmir,Poonch District,34.184373,73.457326,POINT (73.457326 34.184373),179067,Pakistan,770,Asia,1,1,07/02/2003 00:00:00,07/02/2003 00:00:00,0,0,0,1,1,1,1,
53695,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-09-25,Two Pakistani civilians killed in Kashmir.""",Xinhua News Agency,2003-09-25,Two Pakistani civilians killed in Kashmir.,,2,Kahuta village,"Forward Kohata sector, LoC,  Pakistan-controlled Kashmir",Azad Jammu & Kashmir,Bagh District,33.889136,74.106720,POINT (74.106720 33.889136),178349,Pakistan,770,Asia,1,1,09/24/2003 00:00:00,09/24/2003 00:00:00,0,0,0,2,2,2,2,
53732,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Tololing mountain,"Pt 5140, north of Tololing Top",Jammu and Kashmir State,Kargil district,34.464166,75.795833,POINT (75.795833 34.464166),179072,India,750,Asia,1,1,06/13/1999 00:00:00,06/13/1999 00:00:00,3,0,0,0,3,3,3,
53761,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,1,Pt 4875,Whale Back (Pt. 4875 Complex),Jammu and Kashmir State,Kargil district,34.457500,75.629722,POINT (75.629722 34.457500),179072,India,750,Asia,1,1,07/07/1999 00:00:00,07/07/1999 00:00:00,1,17,0,0,18,18,18,
53762,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Khalubar hill,Khalubar North (Khalubar Ridge),Jammu and Kashmir State,Kargil district,34.710000,76.550000,POINT (76.550000 34.710000),179794,India,750,Asia,1,1,07/07/1999 00:00:00,07/07/1999 00:00:00,0,3,0,0,3,3,3,
53814,,1994,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 10/3 1994,,,,APP News Agency,4,Azad Jammu & Kashmir,"Kot Ketehra, Kashmir",Azad Jammu & Kashmir,,33.947179,73.910401,POINT (73.910401 33.947179),178348,Pakistan,770,Asia,1,1,03/09/1994 00:00:00,03/09/1994 00:00:00,0,0,1,0,1,1,1,
53835,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Tololing mountain,Tololing (Hump Complex),Jammu and Kashmir State,Kargil district,34.464166,75.795833,POINT (75.795833 34.464166),179072,India,750,Asia,3,2,06/14/1999 00:00:00,06/15/1999 00:00:00,2,0,0,0,2,2,2,
53836,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Khalubar hill,Pt 4516 (Khalubar Ridge),Jammu and Kashmir State,Kargil district,34.710000,76.550000,POINT (76.550000 34.710000),179794,India,750,Asia,1,1,07/07/1999 00:00:00,07/07/1999 00:00:00,0,7,0,0,7,7,7,
53840,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-03-18,India claims 5 Pakistani soldiers shot dead in Kashmir.""",Xinhua News Agency,2003-03-18,India claims 5 Pakistani soldiers shot dead in Kashmir.,Indian defense sources,3,Poonch District,"Poonch district, Pakistan-ruled Kashmir",Azad Jammu & Kashmir,Poonch District,33.816906,73.825201,POINT (73.825201 33.816906),178348,Pakistan,770,Asia,1,1,03/18/2003 00:00:00,03/18/2003 00:00:00,0,5,0,0,5,5,5,
53842,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2003-09-27,Pakistan says Indian shelling kills two.""",Reuters News,2003-09-27,Pakistan says Indian shelling kills two.,,3,Kotli District,southern Kotli district,Azad Jammu & Kashmir,Kotli District,33.445591,73.915571,POINT (73.915571 33.445591),177628,Pakistan,770,Asia,1,1,09/26/2003 00:00:00,09/26/2003 00:00:00,0,0,2,0,2,2,2,
54255,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Associated Press Newswires,2003-03-18,Civilian killed, two injured in shelling between Pakistani, Indian forces in Kashmir""",Associated Press Newswires,2003-03-18,"Civilian killed, two injured in shelling between Pakistani, Indian forces in Kashmir",,1,Athmuqam town,"Athmuqam town, Neelum valley (Pakistan)",Azad Jammu & Kashmir,Neelam District,34.571730,73.897240,POINT (73.897240 34.571730),179788,Pakistan,770,Asia,1,2,03/18/2003 00:00:00,03/19/2003 00:00:00,0,0,0,1,1,1,1,
54256,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Agence France-Presse,2003-03-21,Three women die in Indian shelling of Pakistani Kashmir: official"";""Channelnewsasia,2003-03-21,Three dead after India, Pakistan exchange artillery fire.""",Agence France-Presse;Channelnewsasia,2003-03-21;2003-03-21,"Three women die in Indian shelling of Pakistani Kashmir: official;Three dead after India, Pakistan exchange artillery fire.",Pakistani officials,2,Rawalakot town,"Polas village, Rawalakot district, Pakistani Kashmir",Azad Jammu & Kashmir,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,Pakistan,770,Asia,1,1,03/21/2003 00:00:00,03/21/2003 00:00:00,0,0,3,0,3,3,3,
54257,,2003,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Xinhua News Agency,2003-03-27,1 Pakistani civilian killed, 14 injured in border fire exchange with India.""",Xinhua News Agency,2003-03-27,"1 Pakistani civilian killed, 14 injured in border fire exchange with India.",Pakistani army sources,5,LoC,"LoC, Pakistan-ruled Kashmir",Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,03/26/2003 00:00:00,03/26/2003 00:00:00,0,0,1,0,1,1,1,
54265,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Jubar Top,Pt 4268 (Jubar Ridge),Jammu and Kashmir State,Kargil district,34.720000,76.410000,POINT (76.410000 34.720000),179793,India,750,Asia,1,1,07/07/1999 00:00:00,07/07/1999 00:00:00,0,7,0,0,7,7,7,
54270,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"R 26/4 ""Pakistan says Indian firing kills two in Kashmir",,,,Police,1,Rawalakot town,Rawalakot,Azad Jammu & Kashmir,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,Pakistan,770,Asia,1,1,04/25/2002 00:00:00,04/25/2002 00:00:00,0,1,0,0,1,1,1,
